,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,target
18620,17.0,49880.52,4239.71,4,6,6,3.0,10,14.0,21.22,13.0,849.02,32.82640033622362,18.5,111.35673139211414,372.957,229.657,1
23238,29.0,46696.02,3811.3350000000014,8,4,33,3.0,11,19.0,11.02,13.0,1595.76,32.29040429726236,18.75,89.91109044134481,513.467,67.755,0
261,22.0,12986.745,3093.745000000001,4,3,10,2.0,30,17.0,11.8,7.0,1489.49,26.50747449505761,9.083,16.719300227776053,111.258,257.946,1
39992,30.0,43894.24,3690.853333333333,4,7,5590,4.0,11,14.0,14.69,3.0,1422.84,37.82291931671214,32.083,142.96344781536104,278.734,237.388,1
61662,45.0,15685.095,1328.09125,3,7,7,0.0,10,15.0,3.93,5.0,350.98,25.129004249966908,33.417,0.0,76.989,325.82,1
2162,26.0,34841.87,3025.4891666666667,1,7,1,2.0,1,1.0,4.24,3.0,142.05,33.54368942420056,30.75,33.366098109451734,183.482,365.7,1
11819,32.0,60348.92,5245.076666666667,6,6,13,2.0,8,19.0,8.53,1.0,1134.8,36.97273725766243,15.667,84.7803839535242,156.198,533.53,1
17258,44.0,37681.01,3093.745000000001,5,5,11,0.0,24,10.0,8.08,3.0,189.78,39.18332567603039,15.25,0.0,405.812,200.597,0
5196,36.0,52979.4,3093.745000000001,9,8,25,6.0,38,14.0,18.53,6.0,2861.75,24.843687514121328,8.417,252.90206563303715,150.071,323.722,0
61011,37.0,33701.99,2584.4991666666665,2,6,12,0.0,9,14.0,9.22,1.0,333.79,36.318253215010536,20.333,0.0,90.571,427.879,1
28101,28.0,29249.41,3093.745000000001,8,4,12,3.0,26,14.0,9.4,7.0,439.34,23.57630669304527,11.75,66.7806953314336,272.534,175.43,1
69914,34.0,17346.16,1607.513333333333,8,9,25,5.0,52,10.0,10.45,6.0,2528.51,33.84474801464021,8.0,58.23146577593919,124.119,268.401,0
56153,37.0,53143.17,4554.5975,8,8,18,7.0,44,14.0,11.66,8.0,3687.18,34.708795399931674,5.75,220.1441268792668,102.017,383.299,0
48178,37.0,15597.31,1456.7758333333334,8,5,9,5.0,12,20.0,14.3,6.0,741.46,23.451129356958017,5.333,45.8044399783401,136.997,252.876,1
9351,37.0,57827.1,5009.925,3,7,12,1.0,25,10.0,17.88,8.0,1153.03,40.425568248182,17.0,35.118330527350615,140.531,575.343,1
13483,35.0,34297.9,2801.1583333333333,9,8,16,8.0,61,14.0,21.5,12.0,4469.48,31.728072272600173,2.833,175.80648840220306,158.003,226.306,0
33592,33.0,15660.15,1363.0125,9,10,23,5.0,45,14.0,2.46,9.0,1354.33,36.833180368191925,18.25,57.290679432061694,143.992,225.018,1
56393,38.0,7750.735,701.8945833333332,3,7,25,3.0,12,15.0,18.72,9.0,1651.44,29.71982501567166,10.0,17.191110192166207,71.67,261.328,0
41579,48.0,129982.41,10653.8675,3,2,12,4.0,6,4.0,8.6,8.0,395.78,27.752789817040124,28.833,278.0421664180837,915.293,152.051,1
30319,52.0,61358.82,4923.235,7,7,14,0.0,13,16.0,5.99,3.0,537.91,27.84576292469977,18.25,0.0,37.474,694.85,1
13674,24.0,44640.32,3093.745000000001,3,6,1,4.0,4,7.0,10.19,2.0,700.43,35.97843549886785,18.917,123.47626438268856,320.82,224.907,2
22712,25.0,70897.32,3093.745000000001,7,8,23,7.0,31,19.0,29.02,10.0,3657.73,26.77801938678488,13.083,268.8336032794297,98.342,496.735,1
7688,50.0,169141.6,14373.133333333331,3,6,6,1.0,1,6.0,11.04,1.0,242.61,43.49760181622504,22.333,102.46142384222294,146.39,1428.461,1
915,39.0,30536.62,3093.745000000001,6,6,7,2.0,19,8.0,9.33,4.0,687.87,35.47567290590383,15.583,42.97244101951375,140.188,349.912,1
25498,27.0,53460.93,4528.0775,8,10,27,6.0,19,18.0,8.31,7.0,1364.03,36.7173126687569,15.583,251.8964338319793,541.512,336.71900000000005,0
45129,39.0,136812.04,11572.003333333336,2,6,12,2.0,15,3.0,11.91,4.0,793.87,31.812114888213628,28.25,165.4837962410196,263.091,988.625,2
45595,48.0,134533.32,11114.11,7,4,6,3.0,28,18.0,0.97,1.0,434.36,34.20702741350406,15.917,251.9882793346092,238.07,861.353,2
69832,44.0,32507.89,2784.9908333333333,7,6,10,4.0,25,13.0,8.22,0.0,1301.81,37.813287095613546,21.417,97.43370539023933,10000.0,343.771,1
15822,16.0,15784.09,1417.3408333333334,8,7,18,6.0,44,27.0,2.3,7.0,1265.19,36.9676245008294,6.417,51.76555620306017,55.377,304.591,0
44027,43.0,84907.68,6642.952276514542,3,5,8,3.0,12,11.0,12.8,4.0,16.18,32.528607888208214,25.833,700.8930942777503,204.24,628.419,2
1664,28.0,27063.43,3093.745000000001,8,3,12,4.0,21,14.0,12.49,2.0,1205.36,34.853230489365174,22.083,74.73897797254129,147.857,282.932,1
1362,39.0,64036.88,3093.745000000001,8,4,15,4.0,26,15.0,14.7,4.0,1635.19,39.58268407682756,7.833,127.82606133041408,93.12,578.195,1
49453,23.0,19890.14,1595.5116666666663,3,6,13,2.0,11,18.0,18.74,10.0,98.81,24.47721170407804,9.583,25.42711832485124,10000.0,356.807,1
12431,25.0,93561.72,7547.81,4,4,12,4.0,32,16.0,6.78,10.0,469.43,38.87404370001996,31.917,215.3536989856009,131.06,648.367,1
65916,36.0,31941.88,2526.8233333333333,5,6,16,0.0,11,16.0,6.9,6.0,1048.97,30.79344587176417,20.417,0.0,177.642,365.04,1
27372,53.0,12743.995,1271.9995833333337,3,4,8,2.0,28,12.0,7.22,6.0,998.95,29.85981752442221,23.917,12.867267979246217,132.136,272.197,1
45757,39.0,31372.54,2741.3783333333336,8,6,28,7.0,23,18.0,18.82,11.0,3231.08,35.45644593850852,2.25,121.95980107471676,118.439,323.739,0
20202,32.0,120314.0,10039.166666666666,6,5,11,0.0,19,17.0,9.82,4.0,558.97,27.59618212197409,22.583,0.0,930.573,343.344,1
31688,48.0,64874.08,5460.173333333333,3,5,8,0.0,14,9.0,0.89,3.0,700.64,36.69915023894891,17.917,0.0,87.854,708.163,0
25418,37.0,82796.52,6927.71,3,5,6,1.0,27,19.0,18.06,7.0,966.79,39.53539599657919,19.25,55.12145259502531,108.651,778.998,1
41482,32.0,28694.16,2544.18,8,9,15,8.0,44,23.0,6.52,10.0,2481.83,30.82324249582671,5.333,123.70439538098508,84.824,315.889,0
64648,35.0,39369.68,3044.806666666667,8,7,33,7.0,20,18.0,22.88,12.0,3290.93,27.53162990460369,8.583,152.55432200545417,35.307,356.619,1
29329,53.0,79847.97,6831.9975,6,4,20,0.0,6,17.0,14.57,2.0,1479.58,39.08105742061488,16.333,0.0,65.844,857.356,1
53759,22.0,46841.92,3734.493333333333,3,4,13,4.0,21,19.0,18.32,5.0,1483.22,24.41131398519019,5.75,149.39035924729075,56.846,407.213,2
66735,24.0,100697.64,3093.745000000001,8,7,16,1.0,9,13.0,19.19,6.0,1115.0,35.22761000666068,21.333,81935.0,574.227,482.299,1
10515,55.0,39094.34,3554.861666666666,3,5,11,3.0,-1,0.0,10.84,3.0,133.84,28.94270925758881,29.167,66.8604610429916,142.458,396.168,2
12828,17.0,60078.27,3093.745000000001,5,7,11,4.0,11,9.0,12.72,9.0,2198.8,38.70656287604614,15.75,128.9062474407346,266.263,350.683,0
19476,37.0,10150.185,968.84875,6,7,28,7.0,33,15.0,7.21,14.0,2673.94,39.94631732951883,10.083,30.907553205962547,81.452,274.526,0
69854,21.0,15051.065,1156.2554166666666,5,7,20,2.0,25,11.0,14.85,9.0,1455.55,34.70051115192913,31.25,24.26990424741696,41.602,339.754,1
59043,28.0,54262.34,4625.861666666667,6,4,17,7.0,25,13.0,11.16,7.0,456.99,32.42370893976714,18.25,264.7561035209468,531.554,336.71900000000005,1
56690,54.0,18140.575,1764.7145833333334,1,4,5,1.0,13,11.0,2.09,2315.0,850.7,30.23293271571309,16.583,7.954928158129438,177.258,281.258,2
29986,14.0,38126.94,3373.245000000001,8,9,29,9.0,56,28.0,4.13,15.0,1606.16,26.338990153694844,11.417,168.5211474072466,295.808,142.996,0
67370,30.0,9081.535,842.7945833333333,3,5,26,3.0,15,14.0,11.85,12.0,1518.63,25.159733676331864,18.25,16.643123529657604,100.236,257.401,1
21350,18.0,17686.19,1424.8491666666666,9,9,19,6.0,36,21.0,20.04,9.0,2994.45,40.7952633706556,9.75,59.38569732527807,118.388,254.711,0
6699,28.0,17450.0,1582.166666666667,8,3,8,3.0,11,8.0,13.57,6.0,1491.56,23.62073313133553,16.583,38.57893012301228,65.875,323.763,0
57439,19.0,33189.02,2951.751666666666,7,3,19,3.0,20,10.0,4.08,7.0,209.88,31.515644008820715,23.417,63.71641944808476,135.926,367.621,1
31867,21.0,31152.06,2348.005,4,5,16,4.0,19,12.0,1.31,4.0,674.41,25.79951259565213,28.083,65.04548037832448,229.034,230.721,1
39367,50.0,53876.66,4247.721666666667,3,4,12,0.0,16,14.0,5.38,6.0,808.8,25.98589245328146,24.167,0.0,68.89,605.882,1
28827,26.0,30726.96,2304.58,10,10,16,6.0,17,14.0,3.92,7.0,4381.33,26.80154439077691,8.583,100.6085183670002,203.934,205.916,0
54035,32.0,119809.72,9939.143333333332,0,2,11,0.0,14,4.0,0.2,2.0,542.7,32.76941634645901,19.083,0.0,217.205,1016.71,1
44031,43.0,84907.68,6642.952276514542,3,5,8,3.0,12,9.0,-1.2,4.0,16.18,40.381235071842006,26.167,700.8930942777503,126.515,666.144,2
63918,45.0,37612.54,3145.3783333333336,5,4,11,4.0,2,0.0,1.72,1.0,15.81,35.58005309669129,30.25,124.734381382688,161.007,318.797,2
64617,32.0,16481.715,1537.47625,7,3,15,6.0,11,5.0,16.59,8.0,145.32,32.097975650508104,9.417,66.6812219426157,112.153,254.913,1
6841,35.0,40206.26,3552.521666666667,3,3,15,1.0,24,10.0,14.98,2.0,736.97,36.35102655824002,30.417,17.787342213516453,135.926,321.281,1
38888,31.0,65383.72,5522.6433333333325,8,10,19,2.0,20,8.0,9.09,12.0,2561.12,40.339106091860536,15.917,70.76315845790279,93.93,637.571,1
24236,50.0,76072.76,6598.3966666666665,6,6,12,0.0,30,10.0,11.57,9.0,359.79,37.03045530386692,32.75,0.0,486.636,453.204,1
58284,35.0,146861.12,12514.426666666664,4,7,9,3.0,20,18.0,15.75,8.0,1368.79,42.065009213072045,9.5,310.4369289241834,425.904,765.102,2
48699,17.0,73049.36,3093.745000000001,6,6,14,3.0,10,11.0,12.05,7.0,2315.7,39.98257283224776,15.667,133.78900526368582,414.562,316.394,0
66724,44.0,28274.64,2398.22,5,7,15,3.0,23,16.0,14.35,8.0,953.08,30.576808951137416,17.917,62.0778775378051,25.758,401.986,1
21554,21.0,59431.26,5130.605,8,5,14,0.0,21,11.0,19.01,2.0,474.04,28.18288827394815,15.583,0.0,549.215,253.846,1
33017,32.0,89477.92,7405.493333333333,1,4,7,0.0,10,8.0,1.89,7.0,1176.75,39.15049953728365,15.5,0.0,656.6,363.949,1
5244,25.0,12985.715,1164.142916666667,4,3,15,1.0,5,13.0,9.02,4.0,355.39,37.15464747339532,31.0,8.733919706404741,85.074,292.606,1
49977,38.0,15108.07,1098.0058333333334,6,10,31,5.0,31,12.0,26.34,12.0,3650.33,23.30231739448132,5.833,51.17896890976082,43.446,265.175,1
6954,18.0,62956.56,5147.38,8,4,16,5.0,7,9.0,9.01,5.0,77.34,29.23776885800123,5.417,135.37959288444537,10000.0,479.65,1
69327,38.0,19204.93,1391.2978362057086,6,3,6,4.0,21,9.0,8.82,7.0,193.68,30.385250479341646,21.833,175.793255267162,74.055,315.805,2
53274,44.0,66012.28,3093.745000000001,10,9,30,6.0,46,21.0,25.47,6.0,3696.36,33.302369217574444,13.75,227.3018600172955,285.728,316.972,1
19720,43.0,67812.74,5821.061666666667,4,4,8,0.0,6,1.0,0.32,3.0,1321.8,38.411965362869495,26.167,0.0,135.926,445.21,1
55613,36.0,34710.6,3170.55,6,3,20,7.0,22,10.0,14.76,6.0,1462.53,24.22814736109837,14.833,197.1080745500404,44.201,325.746,1
54073,53.0,21834.105,2071.50875,4,5,11,1.0,11,9.0,10.4,1.0,1215.84,31.85811999538373,24.417,16.922557269222168,132.789,347.439,1
4896,14.0,30118.94,2473.9116666666664,6,6,34,3.0,26,25.0,7.16,11.0,1693.64,30.39433122576177,18.25,44.81642046832427,25.466,417.109,0
41745,34.0,17945.77,1349.4808333333333,6,8,23,9.0,56,17.0,22.54,10.0,4496.04,35.476977660132434,12.833,108.45882767501008,91.208,195.281,1
57159,55.0,61169.82,4996.485,5,4,6,0.0,6,15.0,8.85,3.0,1144.88,27.96458123264604,22.417,59415.0,162.803,586.845,2
66333,42.0,79824.64,6705.053333333332,9,7,26,8.0,58,16.0,17.14,14.0,3633.04,26.89602931171721,4.0,351.5689087849992,769.648,336.71900000000005,1
4918,52.0,20871.42,1522.285,2,2,2,3.0,14,14.0,16.87,4.0,1177.09,26.404567476484136,17.417,51.12851899500748,123.755,257.345,1
38048,24.0,16822.58,1584.881666666667,9,6,15,3.0,28,23.0,6.03,12.0,2553.1,24.76530195168868,19.167,25.56347651930609,47.473,365.452,0
53927,54.0,14566.335,1105.86125,4,5,7,3.0,17,13.0,6.22,3.0,765.44,40.03593423279087,30.833,19.082334556055624,59.858,291.646,2
47395,30.0,9765.685,3093.745000000001,5,7,17,4.0,26,21.0,10.47,4.0,989.35,30.76597850588078,27.417,25.14704536835644,38.226,284.608,1
33519,25.0,101238.57,8199.5475,1,3,6,4.0,13,1.0,3.05,5.0,816.04,40.81429334147187,32.667,172.65306229994275,150.25,737.052,1
1225,51.0,43581.13,3566.7608333333333,4,3,9,3.0,14,14.0,8.56,2.0,900.83,25.00899806480109,23.167,103.03307766103524,451.54,92.103,2
67323,17.0,30195.47,3093.745000000001,5,3,14,0.0,18,17.0,9.4,7.0,893.63,26.40273681790577,18.25,145.09993368120286,106.684,419.745,2
13430,29.0,73623.22,5919.2683333333325,5,3,5,2.0,11,10.0,10.52,4.0,74.48,25.908936492710826,32.083,91.92554900647986,301.329,468.672,2
18999,18.0,33832.58,3093.745000000001,8,5,22,8.0,54,22.0,3.42,12.0,3584.4,25.16301848570605,0.833,150.27089126874677,31.689,348.978,0
58874,45.0,18295.61,3093.745000000001,7,6,27,7.0,8,10.0,13.24,11.0,2041.46,27.07758137060161,18.0,69.27282416488916,71.635,264.755,0
14576,17.0,19040.44,1865.703333333333,6,5,5,7.0,16,8.0,9.05,7.0,2492.06,31.35312774021787,8.083,82.1425401101276,60.982,313.445,0
48535,22.0,33911.02,2999.918333333333,3,5,14,1.0,12,9.0,13.71,6.0,459.16,39.439821869171936,18.25,23.70133848955088,39.562,476.728,1
42939,39.0,73905.76,3093.745000000001,2,4,10,0.0,10,6.0,7.01,3.0,1344.31,32.91924292151936,26.833,0.0,69.213,794.968,2
33176,17.0,44286.36,3561.53,6,6,31,2.0,14,15.0,7.5,10.0,2069.01,35.1888610818656,11.167,57.97158147311589,91.695,446.486,0
9318,23.0,16803.61,3093.745000000001,8,5,25,3.0,28,14.0,16.93,7.0,1664.82,39.492998584766326,16.083,22.365778122223645,69.136,336.628,0
43401,34.0,50778.48,4501.54,6,6,18,7.0,25,12.0,13.52,6.0,1554.93,23.35252588342041,17.0,152.95704567550013,532.945,54.252,0
48544,21.0,56668.5,4996.375,4,8,28,2.0,22,9.0,14.81,12.0,1627.25,22.682539521549355,8.917,82.49753192325132,667.187,39.953,0
35913,27.0,14785.12,1365.0933333333337,6,9,17,5.0,61,24.0,22.41,12.0,4780.8,24.02998953043075,1.417,43.96605324641933,119.41,253.133,0
728,22.0,18305.25,3093.745000000001,2,1,4,0.0,14,11.0,5.27,2.0,363.51,34.83528110282578,18.25,0.0,73.88,361.864,2
17402,36.0,89780.85,7647.7375,4,5,12,4.0,5,7.0,3.64,0.0,540.26,36.76640638227118,23.917,186.46847727253527,261.499,566.806,1
44714,42.0,27265.17,2411.0975,3,6,3076,0.0,28,10.0,3.08,2.0,474.37,37.4575885860691,32.083,0.0,172.586,338.523,1
49117,23.0,12860.695,1348.7245833333334,4,7,5,1.0,19,19.0,7.51,9.0,809.86,40.07516232657885,29.583,8.32457870219988,101.86,314.688,0
49512,44.0,92561.2,7987.433333333332,8,3,15,3.0,23,9.0,11.71,3.0,267.55,37.93789146928465,16.167,189.3057443706347,301.084,578.354,1
18398,53.0,118446.69,3093.745000000001,3,1,8,0.0,3,2.0,9.12,6.0,912.75,41.326599815521895,15.667,29226.0,227.342,983.514,2
7743,40.0,9767.32,872.9433333333333,5,7,3,1.0,20,20.0,2.47,4.0,327.25,31.0792432310098,15.917,7.867825937727766,70.191,299.236,1
1167,43.0,34766.06,3133.171666666666,0,1,11,-100.0,4,7.0,5.71,0.0,1374.23,22.85036837975912,18.25,78.09310673608609,10000.0,324.164,2
48849,45.0,132314.44,10973.203333333331,1,3,11,4.0,2,5.0,11.0,3.0,39.53,41.05236134582687,23.667,363.87358063717767,10000.0,797.042,2
58703,32.0,20986.9,1953.908333333333,10,7,16,7.0,45,14.0,17.61,15.0,2523.34,32.52033890894698,16.25,109.49677416270502,104.575,251.319,1
11486,25.0,7304.055,3093.745000000001,10,9,33,3.0,25,19.0,17.81,6.0,1991.85,38.15967424959512,18.25,43.85881324617888,13.906,291.224,0
35491,37.0,78164.36,6553.696666666668,0,4,4,4.0,15,0.0,9.35,3.0,426.54,37.94501797506605,25.917,162.48844834704764,150.632,582.249,2
52035,24.0,16921.67,1456.1391666666666,9,10,32,2.0,50,15.0,18.94,11.0,2229.59,31.076011648293505,6.333,25.16045757804856,125.145,265.309,0
245,55.0,586359.0,1684.168333333333,1,5,1,2.0,5,7.0,6.83,4.0,413.32,28.83634915604388,18.667,29.534583720496048,68.957,319.926,2
14877,23.0,16674.26,1104.5216666666663,6,6,6,4.0,11,21.0,9.11,13.0,2187.49,30.915787291141022,18.0,29.62010595462748,29.115,331.717,1
60096,33.0,44382.88,3731.573333333333,7,7,1,0.0,9,18.0,6.08,1.0,115.63,25.001450450024265,22.083,0.0,237.197,425.96,0
52380,20.0,63515.92,5566.993333333333,3,7,3,1.0,3,14.0,3.65,4.0,609.25,31.49159479222137,31.083,29.289364912538915,162.283,615.127,1
28963,16.0,84446.2,7061.1833333333325,6,3,7,7.0,29,15.0,17.96,13.0,28.15,30.039445088073,19.167,423.5393015768464,574.215,336.71900000000005,0
55687,25.0,60287.61,4712.69251657428,10,9,33,6.0,36,27.0,9.71,10.0,2411.02,40.48085685825825,13.417,663.6382548398535,116.358,479.576,2
16139,31.0,59241.38,3093.745000000001,4,5,9,-100.0,5,14.0,3.0,2.0,690.12,33.54950776596578,23.833,128.9292457279007,431.093,211.855,2
52459,31.0,17476.37,1241.3641666666665,5,7,21,5.0,14,17.0,11.88,7.0,1533.86,39.759436780070565,8.083,72.33847952004095,87.075,234.723,1
22592,18.0,8249375.0,1072.5908333333334,6,6,17,2.0,50,14.0,15.65,11.0,2460.77,35.202346069195215,8.75,17984.0,67.921,314.534,0
48243,22.0,43925.88,3889.49,1,3,7,0.0,1,4.0,8.84,0.0,107.51,31.026179367965604,18.25,0.0,174.831,484.118,2
56811,42.0,14297.72,3093.745000000001,10,5,24,7.0,62,20.0,3.5,8.0,2566.55,35.99676201771669,17.5,77.97500512571494,67.557,257.416,0
25725,29.0,33136.35,2681.3625,0,3,12,2.0,-1,1.0,2.34,0.0,4.64,36.04391652369071,33.167,31.92363403760208,113.845,382.368,2
67518,24.0,63528.7,5132.058333333333,4,6,9,3.0,21,13.0,7.09,3.0,617.89,36.88103231349773,27.083,128.27783377647378,113.386,521.542,0
46325,23.0,173668.84,14293.403333333335,3,6,2,3.0,19,-1.0,0.88,0.0,710.17,23.830584216822903,18.25,35067.0,1458.497,336.71900000000005,1
27272,37.0,126680.84,10547.736666666666,7,7,8,7.0,23,16.0,13.23,6.0,124.18,27.54786963119762,12.75,565.128007049882,564.086,215.559,1
28097,28.0,29249.41,2247.4508333333333,8,4,12,3.0,26,16.0,18.76,7.0,439.34,31.40619059446492,11.417,66.7806953314336,56.658,371.306,1
5070,54.0,61669.47,3093.745000000001,3,6,13,0.0,23,19.0,9.94,6.0,1083.29,28.44170942413507,32.667,0.0,48.877,710.136,1
18317,31.0,32411.63,2752.9691666666668,8,7,6,2.0,6,21.0,7.78,5.0,313.97,33.31158407488996,18.25,27.84830407199534,138.549,378.9,1
53438,25.0,61102.78,4538.033370702195,7,5,14,4.0,27,9.0,7.11,9.0,432.45,33.957020295594546,31.167,475.6650537873608,164.681,377.908,1
59240,17.0,75857.6,6596.466666666667,6,5,31,9.0,41,23.0,3.24,8.0,4673.3,32.398820341952536,3.333,485.23702340256966,455.347,336.71900000000005,0
54452,31.0,28866.94,2682.578333333333,10,5,29,9.0,18,19.0,1.12,6.0,1587.62,32.48042374778337,10.0,138.32553438009396,45.563,324.369,1
4319,42.0,105521.58,8595.465,4,6,5,4.0,8,18.0,7.07,8.0,462.11,32.53790471258208,22.833,224.5107862948008,394.055,520.981,0
26923,30.0,141816.36,3093.745000000001,3,6,12,0.0,0,6.0,9.2,0.0,532.62,41.03164661953117,31.0,0.0,400.364,1059.939,1
1165,43.0,34766.06,3133.171666666666,0,1,11,3.0,4,4.0,5.71,0.0,1374.23,32.74411422527947,16.25,78.09310673608609,72.899,422.325,2
38532,14.0,133444.08,3093.745000000001,5,3,13,7.0,12,14.0,17.04,11.0,217.91,24.08692669978532,15.0,695.0831469184998,119.75,519.901,0
3855,39.0,108161.7,3093.745000000001,5,6,1,2.0,29,13.0,6.16,4.0,633.47,25.24733801456961,25.25,169.67426776243946,135.926,301.445,2
51966,52.0,128515.52,10879.626666666669,4,4,5,1.0,25,14.0,1.24,2.0,721.91,41.17347077978175,30.667,96.77814029411444,784.237,496.947,1
18387,46.0,126091.71,10406.6425,1,5,6,0.0,0,3.0,5.38,2.0,1456.29,42.56380570462628,19.0,0.0,112.104,1168.56,2
11737,18.0,57683.19,4729.9325,7,10,16,6.0,42,18.0,3.31,12.0,2188.22,29.674798329182224,12.5,250.0816702834513,131.691,341.22,1
46778,33.0,29101.2,2709.1,8,10,28,2.0,48,15.0,5.96,7.0,1334.81,33.81285306828892,18.75,43.28898384628953,251.319,246.302,0
52730,52.0,28638.1,3093.745000000001,7,3,10,4.0,7,19.0,6.58,6.0,85.5,26.30719996052925,18.25,91.64952477721656,31.354,380.948,1
30144,55.0,29490.49,2245.540833333333,2,4,6,4.0,7,6.0,8.41,2.0,591.33,24.89348229318472,30.917,90.93073451306172,294.282,129.341,1
66444,35.0,14528.81,1106.7341666666666,6,4,20,2.0,7,20.0,8.84,12.0,67.59,34.441681362727124,9.083,15.895561487944226,110.39,264.388,0
4707,40.0,29661.64,2377.8033333333333,6,6,11,7.0,20,16.0,12.5,6.0,347.44,22.18561022753813,7.417,114.1498903075758,114.375,279.255,1
30438,50.0,152895.44,12670.286666666669,0,5,5,2.0,14,12.0,3.31,1.0,228.28,26.538797286452485,18.25,245.55291798741885,464.602,806.873,2
121,30.0,31993.78,2942.148333333333,6,6,7,2.0,12,14.0,6.28,0.0,818.22,37.958569410003335,16.917,45.14129822463578,10000.0,157.87,1
67741,18.0,60314.22,5004.185,10,7,16,7.0,43,15.0,7.32,14.0,1902.05,39.078605550829046,17.25,219.9813241689872,447.139,123.299,1
53928,44.0,15990.655,1244.5545833333333,7,3,17,5.0,8,18.0,18.85,6.0,1214.53,34.07067317484627,14.083,53.91846893142056,80.853,279.684,1
27134,20.0,20701.48,1909.1233333333328,8,9,25,8.0,43,21.0,24.5,10.0,3341.62,33.90289242095404,10.583,119.73686597457264,35.827,285.348,0
59040,27.0,54262.34,4625.861666666667,6,4,17,7.0,30,13.0,11.16,7.0,456.99,27.053142182189283,5.333,264.7561035209468,193.023,254.807,1
17483,17.0,74346.44,6134.536666666668,7,10,25,8.0,62,18.0,6.52,11.0,2684.09,37.59620503167292,10.0,303.47327144120067,134.097,425.884,0
57167,56.0,79642.86,3093.745000000001,2,5,5,3.0,7,4.0,4.15,1.0,911.67,36.48062638585589,30.417,172.80891579352516,69.782,658.4,1
64047,54.0,87438.03,7354.5025,6,3,10,3.0,9,17.0,4.15,6.0,78.28,39.54061829696097,18.25,176.14265762318692,284.356,554.951,0
8686,26.0,163380.76,13446.063333333335,3,3,10,2.0,4,0.0,3.91,7.0,340.43,38.840651460408296,20.75,198.63256609212087,206.467,1189.506,1
34795,40.0,8930.885,842.2404166666665,10,6,17,8.0,18,23.0,24.52,10.0,3377.5,24.960587606637183,1.0,33.59607244455133,82.043,258.585,1
30914,19.0,56797.38,4784.115,6,4,18,5.0,15,13.0,9.72,7.0,2279.72,31.61139535366604,16.083,141.72183538819058,114.46,472.229,0
35271,23.0,59214.6,5120.55,7,10,27,9.0,35,21.0,25.47,11.0,2814.81,36.70086322145399,3.417,388.1756411751363,521.419,336.71900000000005,1
13946,39.0,84355.98,7304.665,4,4,9,1.0,-2,4.0,2.07,4.0,641.33,37.30536448285979,18.917,46.3502690512575,699.655,264.461,2
40000,35.0,72583.32,6093.61,7,3,10,2.0,27,14.0,7.66,4.0,1019.44,37.22063885136911,18.167,104.01673038444768,334.485,450.86,1
52095,46.0,14320.27,1026.3558333333333,7,10,27,-100.0,49,21.0,14.49,11.0,1482.09,39.393134451481245,11.5,74.27013133706248,59.366,248.999,0
27680,31.0,20121.97,3093.745000000001,8,6,20,9.0,32,25.0,9.4,8.0,4901.87,30.873875051423067,8.667,121.51962961751516,10000.0,198.416,1
12671,16.0,36964.08,3032.067813045661,7,7,28,7.0,26,22.0,23.07,6.0,4968.99,37.88350454419424,13.417,448.0100728581665,186.557,225.94,1
32698,40.0,29079.95,2654.329166666667,3,4,14,4.0,28,8.0,9.4,2.0,1234.91,34.8101620523246,18.25,68.11381307430702,56.087,381.232,1
45869,29.0,42316.4,3627.366666666667,7,4,15,2.0,21,7.0,14.59,2.0,1188.1,28.82230800232594,22.5,53.58450435787638,324.073,265.079,1
41758,38.0,21833.79,1814.4825,5,4,6,4.0,17,11.0,5.53,8.0,14.56,35.79624283084611,24.333,71.28000559170587,165.144,235.024,2
18618,17.0,49880.52,3093.745000000001,4,6,6,3.0,8,14.0,14.22,13.0,849.02,33.290658920394094,18.333,111.35673139211414,34.772,517.842,1
61202,25.0,32030.69,2450.2241666666664,4,4,5649,4.0,24,16.0,1.37,8.0,625.84,39.44111457745159,26.583,86.14580899006624,141.597,287.28,1
47751,23.0,41694.36,3093.745000000001,1,7,5,3.0,4,2.0,10.15,3.0,556.65,31.452789530163827,25.0,84.47066365406529,86.678,438.404,0
47855,48.0,19749.315,1635.77625,0,6,8,2.0,7,14.0,8.68,2.0,1286.51,36.00008599817426,24.0,17.849500171629742,89.777,315.951,1
29815,20.0,54889.92,3093.745000000001,6,3,17,6.0,24,8.0,16.48,5.0,1603.48,27.85087705008156,11.833,147.0473710559911,84.498,469.671,0
6591,36.0,9158.03,822.124561970472,7,9,27,2.0,57,22.0,1.19,9.0,2495.15,25.03028053113071,13.417,54.26316380680065,28.209,304.89,1
45455,35.0,17572.045,3093.745000000001,5,5,1,-100.0,2,6.0,5.93,4.0,109.83,24.54756596005093,18.25,31.630691876948283,156.577,262.226,1
42512,36.0,115661.32,9349.443333333336,8,3,13,2.0,19,18.0,0.72,2.0,59.91,36.117951777682045,31.75,115.04225915742704,202.852,857.05,1
